releaseID,releaseUnixTime,releaseVersion,releaseDate,dependencyCount,dependencyArtIDs
"""org.scala-lang:scala-library:2.10.0-M3""",1335710874000,"""2.10.0-M3""","""2012-04-29T14:47:54Z""",1,"[""com.typesafe:config""]"
"""org.scala-lang:scala-library:2.10.0-M4""",1339527870000,"""2.10.0-M4""","""2012-06-12T19:04:30Z""",1,"[""com.typesafe:config""]"
"""org.scala-lang:scala-library:2.10.0-M5""",1342092363000,"""2.10.0-M5""","""2012-07-12T11:26:03Z""",1,"[""com.typesafe:config""]"
